01:04:51.018 |I| Core                           | RequestBuilder thread:10       | MsBuild process with Id = 2412
01:04:53.014 |I| Build                          | MSBuild LoggingService events queue pump: 28805302:17 | Build FAILED.
01:04:53.018 |I| ProjectModel                   | RequestBuilder thread:10       | Reloading has finished, statistic: 
	Total: 1.82 sec
	Binding: 0.20 sec
	Evaluation: 1.45 sec
01:11:10.651 |I| ProjectModel                   | RequestBuilder thread:10       | Reloading 17 project(s) in 4 node(s)...
01:11:10.697 |I| ProjectModel                   | RequestBuilder thread:10       | Reason: Sync
01:11:11.010 |I| Build                          | MSBuild LoggingService events queue pump: 28286049:19 | Build started.
01:11:11.040 |I| BuildQueue                     | RequestBuilder thread:10       | Build queue: False
01:11:14.368 |I| BuildQueue                     | RequestBuilder thread:10       | Build immediately: \home\olaf\Documents\air\robotic_arm\robotic_arm\UnityEngine.TestRunner.csproj
01:11:14.369 |I| Build                          | RequestBuilder thread:10       | Start build 'UnityEngine.TestRunner.csproj' with 1 target frameworks
01:11:14.414 |I| Build                          | RequestBuilder thread:10       | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;Compile;CoreCompile
01:11:14.431 |I| BuildQueue                     | RequestBuilder thread:10       | Build immediately: \home\olaf\Documents\air\robotic_arm\robotic_arm\Unity.VisualScripting.State.csproj
01:11:14.432 |I| Build                          | RequestBuilder thread:10       | Start build 'Unity.VisualScripting.State.csproj' with 1 target frameworks
01:11:14.473 |I| Build                          | RequestBuilder thread:10       | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;Compile;CoreCompile
01:11:14.479 |I| BuildQueue                     | RequestBuilder thread:10       | Build immediately: \home\olaf\Documents\air\robotic_arm\robotic_arm\UnityEngine.UI.csproj
01:11:14.480 |I| Build                          | RequestBuilder thread:10       | Start build 'UnityEngine.UI.csproj' with 1 target frameworks
01:11:14.526 |I| Build                          | RequestBuilder thread:10       | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;Compile;CoreCompile
01:11:19.260 |I| BuildQueue                     | RequestBuilder thread:10       | Build immediately: \home\olaf\Documents\air\robotic_arm\robotic_arm\Unity.VisualScripting.Flow.csproj
01:11:19.289 |I| Build                          | RequestBuilder thread:10       | Start build 'Unity.VisualScripting.Flow.csproj' with 1 target frameworks
01:11:25.195 |I| Build                          | RequestBuilder thread:10       | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;Compile;CoreCompile
01:11:25.211 |I| Build                          | .NET ThreadPool Worker:21      | Finish build part [1/1] for project 'UnityEngine.TestRunner.csproj': Success
01:11:25.212 |I| Build                          | .NET ThreadPool Worker:21      | Finish build project 'UnityEngine.TestRunner.csproj': Success
01:11:54.713 |I| Build                          | .NET ThreadPool Worker:35      | Finish build part [1/1] for project 'UnityEngine.UI.csproj': Success
01:11:54.714 |I| Build                          | .NET ThreadPool Worker:35      | Finish build project 'UnityEngine.UI.csproj': Success
